Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Japan,Kisogawa,55,1,Good,55,Moderate,2,Good,46,L0,144.4542992,3.898600608,L0,Moderate
Panama,David,57,1,Good,18,Good,3,Good,57,L1,141.6315732,0.34971858,L1,Moderate
India,Gangapur,120,1,Good,35,Good,0,Good,120,L2,306.1770742,-6.713944561,L2,Unhealthy for Sensitive Groups
Hungary,God,61,1,,36,Good,2,Good,61,L1,170.5833837,-6.784137784,L1,Moderate
India,Amroli,152,0,Good,25,Good,0,Good,152,L3,367.3194328,3.516889044,L3,Unhealthy
United States of America,Raymore,50,1,Good,33,Good,7,Good,50,L0,138.2645311,3.175909913,L0,Good
,Gwadar,153,1,Good,38,Good,1003.063334,Good,153,L3,394.4409675,3.919925327,L3,Unhealthy
Germany,Lohr,67,1,Good,38,Good,4,Good,67,L1,157.0719848,8.573915483,L1,Moderate
Brazil,Bom Jesus Do Itabapoana,58,2,Good,3,Good,4,Good,58,L1,146.8960901,10.85058933,L1,Moderate
Turkey,Bahce,45,1,Good,44,Good,0,Good,45,L0,119.0181909,-1.953804335,L0,Good
India,Hisua,154,3,,100,Unhealthy for Sensitive Groups,2,Good,154,L3,386.979545,6.981851576,L3,Unhealthy
United States of America,Dallas,70,2,Good,34,Good,5,Good,70,L1,179.9338376,6.769282052,L1,Moderate
India,Baldeo,172,4,,171,Unhealthy,1,Good,172,L3,418.8208935,4.393559869,L3,Unhealthy
Brazil,Planaltina,70,1,,6,Good,5,Good,70,L1,178.7112262,-4.974145299,L1,Moderate
India,Bulandshahr,170,5,Good,48,Good,12,Good,170,L3,419.9966868,2.141226105,L3,Unhealthy
United States of America,Pinehurst,61,1,Good,30,Good,3,Good,61,L1,157.5443852,3.368134226,L1,Moderate
Brazil,Extremoz,29,0,Good,23,Good,1,Good,29,L0,77.64336422,4.380174044,L0,Good
China,Anshan,78,3,Good,54,Moderate,5,Good,78,L1,214.0361967,10.67944721,L1,Moderate
Japan,Koriyama,43,1,Good,43,Good,1,Good,26,L0,113.6003482,1.558570254,L0,Good
Brazil,Pinheiral,154,5,,0,Good,13,Good,154,L3,384.5561728,13.56800617,L3,Unhealthy
Poland,Wronki,42,1,Good,42,Good,0,Good,25,L0,118.7017817,-6.577352518,L0,Good
Japan,Kashiwa,74,1,Good,29,Good,15,Good,74,L1,205.920249,8.892279783,L1,Moderate
Brazil,Sao Gotardo,35,1,Good,6,Good,1,Good,35,L0,109.1291365,9.468977601,L0,Good
Argentina,Gualeguaychu,14,0,Good,12,Good,2,Good,14,L0,47.9068621,1.747830077,L0,Good
United States of America,Bloomington,64,2,Good,15,Good,13,Good,64,L1,182.839226,3.2697599,L1,Moderate
India,Tumsar,172,3,Good,44,Good,7,Good,172,L3,444.2801566,5.74451005,L3,Unhealthy
China,Weifang,165,6,Good,,Moderate,16,Good,165,L3,424.7582115,14.34818308,L3,Unhealthy
Brazil,Taruma,33,1,Good,13,Good,1,Good,33,L0,78.08618514,-6.302465853,L0,Good
United States of America,Ridgefield Park,74,2,Good,15,Good,21,Good,74,L1,183.1346125,9.345994083,L1,Moderate
Poland,Solec Kujawski,33,1,Good,33,Good,1,Good,33,L0,104.3331458,-2.908526703,L0,Good
France,Villefranche De Rouergue,57,1,Good,30,Good,1,Good,57,L1,134.2471863,-3.417972908,L1,Moderate
India,Kumbhraj,156,1,Good,42,Good,1003.063334,Good,156,L3,388.7884076,11.6654586,L3,Unhealthy
India,Samastipur,266,3,Good,151,Unhealthy,1,Good,266,L4,666.8339656,7.193444684,L4,Very Unhealthy
France,La Motte Servolex,64,1,Good,32,Good,1,Good,64,L1,178.7590842,8.793173818,L1,Moderate
Hungary,Dorog,76,1,Good,36,Good,2,Good,76,L1,185.0395506,6.262304653,L1,Moderate
China,Juye,176,4,Good,176,Unhealthy,5,Good,129,L2,453.2048218,9.796961252,L2,Unhealthy
Mexico,Tijuana,59,2,Good,20,Good,17,Good,59,L1,147.3678643,8.132122485,L1,Moderate
Russian Federation,Blagoveshchenka,33,1,Good,33,Good,0,Good,21,L0,93.07937782,4.436437444,L0,Good
Italy,Rozzano,64,1,Good,40,Good,3,Good,64,L1,164.7796993,10.15777957,L1,Moderate
Tajikistan,Uroteppa,117,1,Good,34,Good,1,Good,117,L2,291.7591742,6.435597958,L2,Unhealthy for Sensitive Groups
Russian Federation,Krasnovishersk,29,1,Good,28,Good,0,Good,29,L0,88.41506852,2.976348856,L0,Good
France,Compiegne,59,1,Good,48,Good,0,Good,59,L1,146.4156296,8.739718771,L1,Moderate
United States of America,Maple Shade,62,1,,45,Good,4,Good,62,L1,179.4015663,-1.462358466,L1,Moderate
United States of America,Sulphur Springs,54,1,Good,27,Good,2,Good,54,L1,126.4551038,5.577898444,L1,Moderate
Indonesia,Madiun,169,6,Good,,Good,20,Good,169,L3,416.6206654,2.927035453,L3,Unhealthy
India,Proddatur,119,0,,31,Good,0,Good,119,L2,308.3928343,1.217187698,L2,Unhealthy for Sensitive Groups
United States of America,Laconia,40,1,Good,20,Good,4,Good,40,L0,102.213211,5.719135119,L0,Good
United States of America,Forest Park,81,2,Good,15,Good,19,Good,81,L1,181.4578614,3.250385002,L1,Moderate
United States of America,Goldsboro,47,1,Good,47,Good,1,Good,39,L0,128.1676038,8.302277905,L0,Good
Russian Federation,Gryazovets,34,1,Good,34,Good,0,Good,8,L0,89.05229328,11.05226249,L0,Good
Myanmar,Yenangyaung,42,1,Good,,Good,0,Good,42,L0,117.9502146,7.581004053,L0,Good
Ethiopia,Debre Zeyit,64,1,Good,25,Good,0,Good,64,L1,155.9031956,4.910526846,L1,Moderate
Ecuador,La Mana,71,2,Good,3,Good,7,Good,71,L1,176.4176085,-7.317596784,L1,Moderate
United States of America,Perris,73,2,Good,3,Good,20,Good,73,L1,192.3684207,10.77097335,L1,Moderate
France,Suresnes,69,1,Good,45,Good,2,Good,69,L1,167.2674678,0.864857969,L1,Moderate
Russian Federation,Furmanov,30,1,Good,30,Good,0,Good,14,L0,87.4718659,-1.560691428,L0,Good
Chad,Dourbali,57,2,Good,17,Good,0,Good,57,L1,152.6879302,7.23887095,L1,Moderate
Germany,Sommerda,58,1,Good,31,Good,5,Good,58,L1,170.9972179,1.798557593,L1,Moderate
United States of America,Vero Beach,43,1,Good,19,Good,6,Good,43,L0,122.1670498,4.341606847,L0,Good
Cuba,Ciego De Avila,39,0,Good,20,Good,1,Good,39,L0,112.1395125,-4.345508609,L0,Good
Belgium,Fleurus,58,1,Good,,Good,5,Good,58,L1,140.3402908,-0.671399157,L1,Moderate
India,Jhabua,135,1,Good,36,Good,2,Good,135,L2,348.631225,8.533389441,L2,Unhealthy for Sensitive Groups
United States of America,Longwood,59,1,Good,11,Good,15,Good,59,L1,158.4644114,8.979730702,L1,Moderate
Hungary,Lajosmizse,64,1,Good,64,Moderate,0,Good,57,L1,138.8288688,0.503615779,L1,Moderate
Thailand,Samut Prakan,62,1,Good,21,Good,1,Good,62,L1,147.9080129,7.097692628,L1,Moderate
Brazil,Nova Prata,24,0,Good,18,Good,0,Good,24,L0,61.32856429,-1.894456527,L0,Good
India,Rajapur,175,4,Good,105,Unhealthy for Sensitive Groups,5,Good,175,L3,453.898566,11.21668561,L3,Unhealthy
Indonesia,Kanigoro,38,1,Good,24,Good,0,Good,38,L0,100.8504586,-3.662740081,L0,Good
Mexico,Jamay,56,1,Good,16,Good,4,Good,56,L1,156.5359034,1.444732148,L1,Moderate
Bangladesh,Dinajpur,222,2,Good,107,Unhealthy for Sensitive Groups,1,Good,222,L4,564.4644678,-2.922638712,L4,Very Unhealthy
Mexico,Sabinas,45,1,Good,18,Good,1,Good,45,L0,119.8855495,0.000430031,L0,Good
Brazil,Catalao,23,1,,23,Good,0,Good,23,L0,59.84935003,4.230104245,L0,Good
Ethiopia,Nazret,98,1,Good,25,Good,0,Good,98,L1,257.2687052,6.350138908,L1,Moderate
United States of America,Gary,61,1,Good,35,Good,4,Good,61,L1,158.8968197,2.293421189,L1,Moderate
India,Yellamanchili,95,3,Good,38,Good,5,Good,95,L1,237.3718119,-2.299712903,L1,Moderate
Canada,Elliot Lake,39,1,Good,30,Good,0,Good,39,L0,90.96340649,8.37169192,L0,Good
Czechia,Hlucin,74,1,,46,Good,0,Good,74,L1,191.9540322,-0.644985042,L1,Moderate
Montenegro,Podgorica,68,1,,30,Good,1,Good,68,L1,173.8618746,3.429814969,L1,Moderate
Indonesia,Karangasem,44,1,Good,26,Good,0,Good,44,L0,118.188374,0.856997445,L0,Good
China,Hushitai,127,4,Good,90,Moderate,6,Good,127,L2,328.1724171,5.735147935,L2,Unhealthy for Sensitive Groups
France,Laval,41,1,Good,30,Good,2,Good,41,L0,109.4136225,15.7616334,L0,Good
Spain,Bueu,22,1,Good,21,Good,2,Good,22,L0,50.33298109,4.166510147,L0,Good
India,Churhat,191,2,,,Moderate,2,Good,191,L3,495.611675,1.841686228,L3,Unhealthy
Guinea,Kouroussa,56,1,,,Good,0,Good,56,L1,159.4697788,3.877114854,L1,Moderate
China,Yingko,141,3,Good,141,Unhealthy for Sensitive Groups,1,Good,114,L2,367.0259051,4.402551855,L2,Unhealthy for Sensitive Groups
India,Talgram,167,4,Good,153,Unhealthy,1,Good,167,L3,422.5743714,4.840642391,L3,Unhealthy
Indonesia,Pati,79,2,Good,67,Moderate,1,Good,79,L1,192.4079685,9.128465156,L1,Moderate
El Salvador,Ilopango,151,4,Good,8,Good,14,Good,151,L3,381.691215,21.95920047,L3,Unhealthy
India,Kalinagar,150,3,Good,25,Good,6,Good,150,L3,390.0331331,8.386541888,L3,Unhealthy
France,Vitrolles,47,1,Good,47,Good,3,Good,41,L0,128.5412089,-3.69589859,L0,Good
Poland,Wodzislaw Slaski,115,4,Good,,Good,15,Good,115,L2,295.0617061,4.795455079,L2,Unhealthy for Sensitive Groups
United Republic of Tanzania,Mpanda,32,0,Good,18,Good,0,Good,32,L0,91.65877824,0.497980207,L0,Good
Angola,Longonjo,28,0,Good,28,Good,0,Good,16,L0,68.16139797,2.225521748,L0,Good
Ukraine,Zolotonosha,52,1,Good,46,Good,0,Good,52,L1,123.9533164,9.720429692,L1,Moderate
China,Zhoucun,123,2,Good,123,Unhealthy for Sensitive Groups,4,Good,94,L1,302.0742231,-0.411045238,L1,Unhealthy for Sensitive Groups
Burkina Faso,Diebougou,59,1,Good,16,Good,0,Good,59,L1,147.8152235,4.399047381,L1,Moderate
United Republic of Tanzania,Makambako,17,0,Good,17,Good,0,Good,14,L0,45.94937955,10.72178618,L0,Good
Thailand,Chai Badan,48,0,Good,30,Good,0,Good,48,L0,124.5852822,-6.85346251,L0,Good
Mexico,San Sebastian El Grande,53,1,Good,,Good,0,Good,53,L1,148.3326178,2.586427058,L1,Moderate
Mexico,Tequixquiac,156,2,Good,12,Good,10,Good,156,L3,395.6842531,10.74356843,L3,Unhealthy
United States of America,Pineville,48,1,Good,15,Good,4,Good,48,L0,115.0193937,7.578167413,L0,Good
France,Saint Cyr Sur Loire,37,1,,25,Good,2,Good,37,L0,104.6754226,4.245020553,L0,Good
Malaysia,Kangar,105,2,,13,Good,8,Good,105,L2,272.9347938,-4.403439399,L2,Unhealthy for Sensitive Groups
China,Lianran,31,1,,,Good,1,Good,31,L0,93.25221541,-3.805489511,L0,Good
Bulgaria,Elhovo,37,1,Good,37,Good,1,Good,24,L0,101.7656791,0.778834542,L0,Good
United States of America,New Cassel,59,2,Good,38,Good,8,Good,59,L1,169.1304226,8.691736287,L1,Moderate
Chile,Rengo,115,4,Good,1,Good,11,Good,115,L2,297.5876333,19.737785,L2,Unhealthy for Sensitive Groups
,Gushikawa,41,1,Good,41,Good,0,Good,22,L0,103.3103655,10.7972084,L0,Good
Russian Federation,Omsk,55,1,Good,26,Good,2,Good,55,L1,145.7363247,8.608869101,L1,Moderate
Sweden,Uppsala,29,1,,29,Good,0,Good,9,L0,76.04865417,5.715507532,L0,Good
Italy,Montelupo Fiorentino,76,1,Good,76,Moderate,0,Good,41,L0,179.7655794,8.76278446,L0,Moderate
Finland,Keuruu,34,1,Good,34,Good,0,Good,2,L0,85.47309851,-10.62875122,L0,Good
India,Aska,155,3,Good,85,Moderate,1,Good,155,L3,399.4285758,8.964790627,L3,Unhealthy
Spain,Zafra,35,1,Good,28,Good,2,Good,35,L0,86.0100148,-3.111594876,L0,Good
United Kingdom of Great Britain and Northern Ireland,Hatfield,30,0,Good,,Good,1,Good,25,L0,91.38150331,-0.667426301,L0,Good
United States of America,Steger,57,1,Good,38,Good,3,Good,57,L1,150.9087079,6.603052134,L1,Moderate
Germany,Gottingen,55,1,Good,37,Good,5,Good,55,L1,146.6639626,2.148675003,L1,Moderate
India,Bandikui,201,1,Good,42,Good,0,Good,201,L4,492.4472082,4.519709966,L4,Very Unhealthy
United States of America,Shelton,63,1,Good,46,Good,5,Good,63,L1,160.9714501,1.964315017,L1,Moderate
India,Shegaon,152,1,,,Good,0,Good,152,L3,397.359432,-1.362116678,L3,Unhealthy
United States of America,Schertz,52,1,,15,Good,4,Good,52,L1,135.8530452,4.839265509,L1,Moderate
Slovakia,Handlova,75,1,Good,43,Good,0,Good,75,L1,194.2528678,-0.254704027,L1,Moderate
Indonesia,Polewali,30,1,Good,,Good,0,Good,30,L0,71.50895149,3.388053562,L0,Good
Hungary,Mohacs,65,1,Good,65,Moderate,0,Good,51,L1,163.1769881,12.61520846,L1,Moderate
United States of America,Lincolnton,81,3,Good,15,Good,21,Good,81,L1,198.0210728,12.25302088,L1,Moderate
Brazil,Joao Camara,29,0,Good,19,Good,1,Good,29,L0,82.3107037,2.159380506,L0,Good
Norway,Mandal,32,1,Good,32,Good,1,Good,16,L0,93.4383951,-0.119421011,L0,Good
Bulgaria,Sevlievo,39,1,Good,,Good,1003.063334,Good,32,L0,99.72455744,-6.193107626,L0,Good
Russian Federation,Uyar,32,1,Good,,Good,0,Good,15,L0,86.05894453,1.551579384,L0,Good
Spain,Torre Del Campo,29,1,Good,,Good,3,Good,29,L0,70.70580439,7.649547125,L0,Good
Brazil,Rio Branco Do Sul,60,1,,13,Good,5,Good,60,L1,156.9344857,0.709924638,L1,Moderate
United States of America,Glen Carbon,56,2,Good,32,Good,10,Good,56,L1,136.5236607,11.55269492,L1,Moderate
Colombia,Ovejas,60,2,Good,1,Good,8,Good,60,L1,144.1275406,12.85423668,L1,Moderate
Poland,Monki,59,1,Good,30,Good,1,Good,59,L1,164.2347386,4.565158764,L1,Moderate
India,Sayalgudi,59,1,Good,32,Good,0,Good,59,L1,149.1471653,3.796004453,L1,Moderate
Poland,Ilawa,36,0,,33,Good,0,Good,36,L0,96.44116363,2.514699037,L0,Good
Tunisia,Nabul,77,1,Good,77,Moderate,1,Good,43,L0,198.0624534,8.383432987,L0,Moderate
Brazil,Itacare,41,0,Good,26,Good,0,Good,41,L0,93.66140981,0.849898109,L0,Good
Spain,Ecija,33,1,Good,19,Good,4,Good,33,L0,87.40943736,1.110219923,L0,Good
United States of America,Riviera Beach,51,1,Good,51,Moderate,1,Good,45,L0,132.9132683,3.865516291,L0,Moderate
South Africa,Giyani,45,1,Good,23,Good,0,Good,45,L0,109.4772817,-1.914515986,L0,Good
Russian Federation,Lebedyan,39,1,Good,39,Good,0,Good,14,L0,93.99276009,3.843807679,L0,Good
Russian Federation,Schlusselburg,39,1,,39,Good,1,Good,18,L0,105.4378669,11.02808439,L0,Good
Russian Federation,Sayansk,34,1,Good,34,Good,0,Good,24,L0,88.11738665,-0.078091544,L0,Good
Japan,Kurobe,41,1,Good,,Good,0,Good,26,L0,114.3341467,6.845976814,L0,Good
Russian Federation,Irbit,42,1,Good,42,Good,1,Good,26,L0,124.7737256,13.91939809,L0,Good
Liberia,Bensonville,56,1,Good,18,Good,0,Good,56,L1,132.0672704,2.252118632,L1,Moderate
Netherlands,Hengelo,38,1,Good,38,Good,0,Good,32,L0,109.0199838,5.374926429,L0,Good
Japan,Maruko,31,1,,31,Good,1,Good,9,L0,78.13709809,4.731792914,L0,Good
Japan,Misawa,91,3,Good,36,Good,8,Good,91,L1,235.1206681,16.29724296,L1,Moderate
Japan,Yokaichiba,45,1,Good,45,Good,1,Good,42,L0,108.7701103,9.924273807,L0,Good
Italy,San Giorgio Ionico,48,1,Good,,Good,3,Good,39,L0,129.0865281,0.876690607,L0,Good
Mexico,Calvillo,61,1,Good,25,Good,1,Good,61,L1,169.7047639,4.848196086,L1,Moderate
Ukraine,Novomyrhorod,47,1,Good,47,Good,0,Good,42,L0,116.8679027,5.730464785,L0,Good
Germany,Bad Kreuznach,60,1,Good,60,Moderate,0,Good,58,L1,152.2134367,6.816944216,L1,Moderate
Hungary,Szarvas,40,1,Good,32,Good,1,Good,40,L0,97.8708159,-1.470790297,L0,Good
France,Limay,63,1,Good,28,Good,4,Good,63,L1,166.2822629,5.145998984,L1,Moderate
Mexico,Pachuca,142,2,Good,14,Good,6,Good,142,L2,354.7066789,-1.110454524,L2,Unhealthy for Sensitive Groups
United States of America,Murfreesboro,68,2,,25,Good,11,Good,68,L1,173.4216249,4.516060911,L1,Moderate
Madagascar,Morondava,64,1,Good,22,Good,0,Good,64,L1,158.4864311,7.837149251,L1,Moderate
Canada,Campbell River,33,1,Good,33,Good,1,Good,19,L0,58.77737787,1.644224668,L0,Good
Thailand,Si Sa Ket,54,0,Good,28,Good,0,Good,54,L1,150.213833,3.223045859,L1,Moderate
South Sudan,Yambio,60,1,Good,6,Good,0,Good,60,L1,158.1286565,-0.048619218,L1,Moderate
Rwanda,Nyanza,63,5,Good,21,Good,2,Good,63,L1,156.1469347,21.33274397,L1,Moderate
United States of America,La Grande,29,0,Good,29,Good,1,Good,29,L0,66.65243566,1.835490545,L0,Good
Brazil,Laranjal Paulista,78,1,Good,33,Good,1,Good,78,L1,198.2504024,0.170240499,L1,Moderate
China,Xuanwu,164,8,Good,,Good,23,Good,164,L3,407.3192964,16.67613442,L3,Unhealthy
Japan,Yaita,42,1,Good,42,Good,1,Good,35,L0,95.25867868,12.21686672,L0,Good
Italy,Bergamo,89,1,Good,,Good,0,Good,89,L1,228.6559674,3.655021577,L1,Moderate
Germany,Rahden,35,0,Good,,Good,2,Good,35,L0,92.07732002,2.486514147,L0,Good
India,Wankaner,155,0,Good,32,Good,0,Good,155,L3,394.7576152,10.19710274,L3,Unhealthy
Italy,Preganziol,64,2,Good,32,Good,7,Good,64,L1,158.3495408,16.38042604,L1,Moderate
Albania,Sarande,53,1,,31,Good,1,Good,53,L1,143.5405164,-2.407114138,L1,Moderate
Mexico,Chetumal,57,1,Good,27,Good,0,Good,57,L1,145.5180432,9.550426309,L1,Moderate
South Africa,Christiana,83,2,,22,Good,1003.063334,Good,83,L1,204.2470804,2.066251705,L1,Moderate
Spain,San Javier,51,1,Good,30,Good,1003.063334,Good,51,L1,130.0400466,3.624791558,L1,Moderate
United States of America,Carrollton,60,2,Good,39,Good,8,Good,60,L1,167.2693322,9.230193966,L1,Moderate
Thailand,Sai Buri,60,1,Good,34,Good,0,Good,60,L1,157.3492305,8.696643223,L1,Moderate
Italy,Cutro,61,1,Good,43,Good,0,Good,61,L1,164.8622745,5.118559808,L1,Moderate
India,Gomoh,158,4,Good,41,Good,7,Good,158,L3,395.838056,11.33221358,L3,Unhealthy
,Fiumicino,51,2,Good,39,Good,7,Good,51,L1,124.8002677,-2.165184648,L1,Moderate
Greece,Kalivia Thorikou,39,1,,39,Good,4,Good,32,L0,93.41658748,3.590985334,L0,Good
Russian Federation,Belovo,36,1,Good,36,Good,0,Good,32,L0,97.43890942,8.322171753,L0,Good
United Republic of Tanzania,Ngara,64,3,Good,14,Good,1,Good,64,L1,165.1557905,2.31662812,L1,Moderate
China,Chuncheng,81,2,Good,16,Good,10,Good,81,L1,196.9372959,6.720948519,L1,Moderate
Russian Federation,Oktyabrsk,53,1,Good,41,Good,0,Good,53,L1,139.4484234,2.179454585,L1,Moderate
,Mandurah,51,0,,36,Good,0,Good,51,L1,135.1841327,-0.144043044,L1,Moderate
Colombia,Manizales,108,3,Good,0,Good,6,Good,108,L2,271.8732283,1.593089264,L2,Unhealthy for Sensitive Groups
India,Adilabad,155,1,Good,,Good,0,Good,155,L3,394.3955986,6.745598291,L3,Unhealthy
Russian Federation,Vuktyl,45,1,Good,31,Good,0,Good,45,L0,114.7255149,2.242273369,L0,Good
Bangladesh,Hajiganj,164,2,,37,Good,3,Good,164,L3,424.1918615,5.788411743,L3,Unhealthy
Zimbabwe,Redcliffe,25,0,Good,25,Good,0,Good,18,L0,72.81026095,10.36431319,L0,Good
Germany,Wiesmoor,38,1,,38,Good,0,Good,33,L0,99.33630161,4.191878918,L0,Good
Denmark,Aalborg,46,1,Good,46,Good,0,Good,12,L0,127.5664247,2.196010693,L0,Good
India,Gangarampur,82,2,Good,82,Moderate,1,Good,61,L1,219.2652018,14.03000122,L1,Moderate
Benin,Parakou,60,2,Good,18,Good,0,Good,60,L1,183.9064299,-4.010555693,L1,Moderate
Spain,Pilar De La Horadada,50,1,Good,30,Good,2,Good,50,L0,130.2398002,1.479843919,L0,Good
Peru,Pimentel,28,0,Good,22,Good,0,Good,28,L0,78.98712802,3.40910043,L0,Good
Denmark,Odense,43,1,Good,43,Good,1003.063334,Good,14,L0,114.1058943,0.513223292,L0,Good
India,Mangalagiri,93,1,Good,26,Good,1,Good,93,L1,231.6072835,10.3248622,L1,Moderate
Italy,Caserta,39,1,Good,39,Good,4,Good,19,L0,102.0110282,5.310565286,L0,Good
Indonesia,Pamanukan,156,3,Good,22,Good,9,Good,156,L3,395.3240701,9.731356299,L3,Unhealthy
Philippines,Bacoor,52,1,Good,27,Good,1,Good,52,L1,150.997042,4.88727144,L1,Moderate
Philippines,La Carlota,36,1,Good,18,Good,0,Good,36,L0,81.54664513,2.673643459,L0,Good
Russian Federation,Novyy Urengoy,73,1,,23,Good,0,Good,73,L1,194.2938137,6.379620013,L1,Moderate
Italy,Copparo,86,1,Good,67,Moderate,0,Good,86,L1,214.1163844,1.86431821,L1,Moderate
France,Lillebonne,50,1,Good,41,Good,0,Good,50,L0,142.5761311,9.779295785,L0,Good
Belgium,Middelkerke,38,1,,33,Good,2,Good,38,L0,90.1758376,0.256483537,L0,Good
India,Panvel,150,1,Good,25,Good,1,Good,150,L3,373.4097617,6.711375549,L3,Unhealthy
Guinea,Macenta,32,1,Good,14,Good,0,Good,32,L0,79.35921369,11.91437992,L0,Good
Romania,Videle,41,1,Good,41,Good,1,Good,40,L0,108.9506375,-6.654273987,L0,Good
Ukraine,Hayvoron,64,1,Good,44,Good,0,Good,64,L1,175.3028345,4.767974116,L1,Moderate
Russian Federation,Lokot,37,1,Good,37,Good,0,Good,10,L0,96.95353055,-1.247402574,L0,Good
Portugal,Pontinha,37,1,Good,37,Good,4,Good,17,L0,104.0118977,-0.287609005,L0,Good
United Kingdom of Great Britain and Northern Ireland,Oldham,30,1,Good,30,Good,3,Good,29,L0,91.7227496,1.505116099,L0,Good
Brazil,Mirassol,39,1,Good,10,Good,2,Good,39,L0,118.5701901,11.48631387,L0,Good
India,Srinagar,115,1,Good,53,Moderate,0,Good,115,L2,295.0719897,-2.278922204,L2,Unhealthy for Sensitive Groups
Haiti,Carrefour,112,1,Good,38,Good,0,Good,112,L2,292.0945182,7.301645853,L2,Unhealthy for Sensitive Groups
United States of America,Woodward,67,1,,24,Good,3,Good,67,L1,155.3429168,2.15673656,L1,Moderate
Japan,Maki,41,1,Good,,Good,0,Good,26,L0,100.6923355,2.896159501,L0,Good
Sri Lanka,Point Pedro,56,0,Good,30,Good,0,Good,56,L1,149.517002,10.15134226,L1,Moderate
Switzerland,Vevey,54,1,Good,41,Good,0,Good,54,L1,149.5155208,7.404319099,L1,Moderate
Philippines,Oroquieta,93,1,Good,18,Good,0,Good,93,L1,228.9322791,6.101987198,L1,Moderate
Mexico,Huatusco,95,3,Good,8,Good,11,Good,95,L1,238.8755906,7.599246521,L1,Moderate
Russian Federation,Cheremkhovo,57,1,Good,,Good,3,Good,57,L1,136.3267299,0.109912058,L1,Moderate
United States of America,Sault Sainte Marie,46,1,Good,24,Good,3,Good,46,L0,122.289274,-0.30190142,L0,Good
Belgium,Zaventem,58,1,Good,29,Good,6,Good,58,L1,133.8728413,12.1283954,L1,Moderate
Uzbekistan,Parkent,91,1,Good,63,Moderate,1,Good,91,L1,222.1077984,6.684271184,L1,Moderate
Spain,Mejorada Del Campo,43,1,Good,,Good,0,Good,10,L0,104.7716627,8.009533128,L0,Good
Chile,Ovalle,49,1,Good,8,Good,6,Good,49,L0,123.0897618,1.944111526,L0,Good
United States of America,New Baltimore,65,2,Good,21,Good,16,Good,65,L1,185.3202411,9.658124298,L1,Moderate
Austria,Hall,57,1,Good,38,Good,0,Good,57,L1,120.3738744,7.677071817,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Wilmslow,40,1,Good,35,Good,1,Good,40,L0,111.2087542,4.208218557,L0,Good
Poland,Knurow,46,1,Good,27,Good,2,Good,46,L0,110.1147099,1.076534063,L0,Good
Ukraine,Donetsk,37,1,Good,37,Good,0,Good,14,L0,100.5638948,7.000923224,L0,Good
Germany,Sankt Augustin,54,1,Good,48,Good,0,Good,54,L1,140.8283257,-1.226982319,L1,Moderate
Ghana,Shama,31,1,Good,23,Good,0,Good,31,L0,83.89887233,2.420261386,L0,Good
Mexico,Tetla,176,3,Good,8,Good,9,Good,176,L3,442.1631378,10.51072509,L3,Unhealthy
Croatia,Pula,43,1,Good,43,Good,0,Good,17,L0,112.2109848,2.721949812,L0,Good
Cameroon,Abong Mbang,56,2,,19,Good,0,Good,56,L1,160.97675,8.481206504,L1,Moderate
Australia,Pakenham,24,0,Good,17,Good,3,Good,24,L0,67.79083858,7.140808696,L0,Good
Italy,Parabiago,68,1,Good,37,Good,4,Good,68,L1,172.7927124,-4.604486428,L1,Moderate
China,Mudu,166,6,,87,Moderate,1003.063334,Good,166,L3,403.114078,8.928970306,L3,Unhealthy
Indonesia,Kencong,54,1,Good,32,Good,0,Good,54,L1,129.9320744,1.642513099,L1,Moderate
Italy,Perugia,44,1,Good,,Good,2,Good,40,L0,111.7538033,9.541422816,L0,Good
United States of America,Rochester,46,1,Good,21,Good,6,Good,46,L0,132.4605892,-3.654701548,L0,Good
Belgium,Kortrijk,44,1,Good,38,Good,1,Good,44,L0,116.2900276,2.778012401,L0,Good
Brazil,Peruibe,156,8,Good,2,Good,1003.063334,Good,156,L3,392.0505032,16.65776109,L3,Unhealthy
Thailand,Wiang Sa,82,2,Good,4,Good,3,Good,82,L1,196.9448756,-2.854112464,L1,Moderate
Bulgaria,Trojan,55,1,Good,40,Good,0,Good,55,L1,130.7022325,5.74592337,L1,Moderate
Oman,Ruwi,159,2,Good,125,Unhealthy for Sensitive Groups,5,Good,159,L3,411.9926317,1.913064486,L3,Unhealthy
Belgium,Ciney,43,1,Good,23,Good,5,Good,43,L0,119.9515086,5.668420717,L0,Good
Italy,Feltre,27,1,Good,27,Good,2,Good,14,L0,69.48668139,2.599124725,L0,Good
Russian Federation,Nolinsk,35,1,Good,32,Good,0,Good,35,L0,89.8476246,12.38722214,L0,Good
Brazil,Presidente Medici,30,1,Good,6,Good,1,Good,30,L0,82.90666493,12.79840136,L0,Good
Mexico,Las Margaritas,61,1,,,Good,4,Good,61,L1,149.1764443,8.555351759,L1,Moderate
Russian Federation,Mayrtup,48,1,Good,48,Good,1,Good,33,L0,117.7563637,3.831726549,L0,Good
India,Tirukkattuppalli,64,1,Good,31,Good,0,Good,64,L1,156.4389235,10.11112106,L1,Moderate
France,Verdun,69,1,,50,Good,0,Good,69,L1,178.1614112,4.823046119,L1,Moderate
